symbol,base,status,kind,bars,first_bar,last_bar,ret_listing_to_end,dd_from_ath_high
RONINUSDT,RONIN,TRADING,coin,956,2024-02-05,2026-09-17,-0.9815033161385409,-0.9889476001761338
DYMUSDT,DYM,TRADING,coin,955,2024-02-06,2026-09-17,-0.9969476035743298,-0.9982791389970231
PIXELUSDT,PIXEL,TRADING,coin,942,2024-02-19,2026-09-17,-0.9912146118721461,-0.9953602778045721
STRKUSDT,STRK,TRADING,coin,941,2024-02-20,2026-09-17,-0.9853893129770992,-0.9962762645914397
PORTALUSDT,PORTAL,TRADING,coin,932,2024-02-29,2026-09-17,-0.9925771476230192,-0.995860465116279
PDAUSDT,PDA,BREAK,coin,428,2024-03-01,2025-05-02,-0.969003807106599,-0.9770117647058824
AXLUSDT,AXL,TRADING,coin,931,2024-03-01,2026-09-17,-0.978214611409464,-0.9844765342960289
WIFUSDT,WIF,TRADING,coin,927,2024-03-05,2026-09-17,-0.8791855203619909,-0.9615432098765432
METISUSDT,METIS,TRADING,coin,921,2024-03-11,2026-09-17,-0.9775751233368216,-0.9808819780780015
AEVOUSDT,AEVO,TRADING,coin,919,2024-03-13,2026-09-17,-0.99332,-0.994489847715736
BOMEUSDT,BOME,TRADING,coin,916,2024-03-16,2026-09-17,-0.9546849446849447,-0.968003667979894
ETHFIUSDT,ETHFI,TRADING,coin,914,2024-03-18,2026-09-17,-0.8014102564102564,-0.9284526558891455
ENAUSDT,ENA,TRADING,coin,899,2024-04-02,2026-09-17,-0.8019354838709678,-0.8992120814182535
WUSDT,W,TRADING,coin,898,2024-04-03,2026-09-17,-0.9924045801526717,-0.9946505376344086
TNSRUSDT,TNSR,TRADING,coin,893,2024-04-08,2026-09-17,-0.9789225751902404,-0.9870211974711789
SAGAUSDT,SAGA,TRADING,coin,892,2024-04-09,2026-09-17,-0.9967221866325006,-0.997276299112801
TAOUSDT,TAO,TRADING,coin,890,2024-04-11,2026-09-17,-0.6310555020853384,-0.8158526821457166
OMNIUSDT,OMNI,BREAK,coin,531,2024-04-17,2025-09-29,-0.8570375829034635,-0.9300900900900901
REZUSDT,REZ,TRADING,coin,871,2024-04-30,2026-09-17,-0.9762125,-0.9872666443626631
BBUSDT,BB,TRADING,coin,858,2024-05-13,2026-09-17,-0.9816017797552836,-0.990590510865855
NOTUSDT,NOT,TRADING,coin,855,2024-05-16,2026-09-17,-0.9406746292164326,-0.9877837837837837
IOUSDT,IO,TRADING,coin,829,2024-06-11,2026-09-17,-0.9689853681938114,-0.9801076923076923
ZKUSDT,ZK,TRADING,coin,823,2024-06-17,2026-09-17,-0.9571361502347417,-0.9690508474576272
LISTAUSDT,LISTA,TRADING,coin,820,2024-06-20,2026-09-17,-0.8922573933719721,-0.9154124372885311
ZROUSDT,ZRO,TRADING,coin,820,2024-06-20,2026-09-17,-0.6966783216783217,-0.8624289678868773
GUSDT,G,TRADING,coin,791,2024-07-19,2026-09-17,-0.9226691612098534,-0.938
BANANAUSDT,BANANA,TRADING,coin,790,2024-07-20,2026-09-17,-0.9402680380239987,-0.9512836807320794
RENDERUSDT,RENDER,TRADING,coin,784,2024-07-26,2026-09-17,-0.7897299690128375,-0.8802521008403361
TONUSDT,TON,BREAK,coin,692,2024-08-08,2026-06-30,-0.7426825345770345,-0.7798871921859953
DOGSUSDT,DOGS,TRADING,coin,753,2024-08-26,2026-09-17,-0.9624303963314772,-0.9745111111111111
EURIUSDT,EURI,TRADING,coin,751,2024-08-28,2026-09-17,0.03403259205906184,-0.11653846153846148
SLFUSDT,SLF,BREAK,coin,384,2024-08-30,2025-09-17,-0.9705090032610236,-0.9763636363636363
POLUSDT,POL,TRADING,coin,735,2024-09-13,2026-09-17,-0.7624391431353457,-0.90241
NEIROUSDT,NEIRO,TRADING,coin,732,2024-09-16,2026-09-17,-0.7702353496901831,-0.9734737544469716
TURBOUSDT,TURBO,TRADING,coin,732,2024-09-16,2026-09-17,-0.8026828212894851,-0.937007874015748
1MBABYDOGEUSDT,1MBABYDOGE,TRADING,coin,732,2024-09-16,2026-09-17,-0.8015512169029152,-0.9446615554428567
CATIUSDT,CATI,TRADING,coin,728,2024-09-20,2026-09-17,-0.931968832309043,-0.9483416666666666
HMSTRUSDT,HMSTR,TRADING,coin,722,2024-09-26,2026-09-17,-0.9754391371340524,-0.9887341861615662
EIGENUSDT,EIGEN,TRADING,coin,717,2024-10-01,2026-09-17,-0.9497134313481186,-0.96433998939742
SCRUSDT,SCR,TRADING,coin,707,2024-10-11,2026-09-17,-0.9810884955752213,-0.9889845360824743
BNSOLUSDT,BNSOL,TRADING,coin,701,2024-10-17,2026-09-17,-0.2450462351387055,-0.6221487603305785
LUMIAUSDT,LUMIA,TRADING,coin,700,2024-10-18,2026-09-17,-0.9508086253369272,-0.9820197044334975
KAIAUSDT,KAIA,TRADING,coin,687,2024-10-31,2026-09-17,-0.7952314165497896,-0.9312941176470588
COWUSDT,COW,TRADING,coin,681,2024-11-06,2026-09-17,-0.7438697318007663,-0.89130081300813
CETUSUSDT,CETUS,TRADING,coin,681,2024-11-06,2026-09-17,-0.9306149732620321,-0.9582461786001609
PNUTUSDT,PNUT,TRADING,coin,676,2024-11-11,2026-09-17,-0.8810133060388946,-0.9814
ACTUSDT,ACT,TRADING,coin,676,2024-11-11,2026-09-17,-0.9784419073203492,-0.9898631578947369
USUALUSDT,USUAL,TRADING,coin,668,2024-11-19,2026-09-17,-0.9602384291725106,-0.9931360087161794
THEUSDT,THE,TRADING,coin,660,2024-11-27,2026-09-17,-0.97754755212759,-0.9835861904193047
ACXUSDT,ACX,BREAK,coin,620,2024-12-06,2026-08-17,-0.9619579258165714,-0.9778333333333333
ORCAUSDT,ORCA,TRADING,coin,651,2024-12-06,2026-09-17,-0.8027162258756255,-0.8921875
MOVEUSDT,MOVE,TRADING,coin,648,2024-12-09,2026-09-17,-0.9889765922700055,-0.9942553191489362
MEUSDT,ME,TRADING,coin,647,2024-12-10,2026-09-17,-0.9889649091870922,-0.9921775
VELODROMEUSDT,VELODROME,TRADING,coin,644,2024-12-13,2026-09-17,-0.9093601462522852,-0.9361082474226804
VANAUSDT,VANA,TRADING,coin,641,2024-12-16,2026-09-17,-0.972210110171216,-0.9732960893854748
1000CATUSDT,1000CAT,TRADING,coin,640,2024-12-17,2026-09-17,-0.9563266199649737,-0.97185780787135
PENGUUSDT,PENGU,TRADING,coin,640,2024-12-17,2026-09-17,-0.74760907504363,-0.8967
BIOUSDT,BIO,TRADING,coin,623,2025-01-03,2026-09-17,-0.969081532416503,-0.9829519295870007
DUSDT,D,BREAK,coin,527,2025-01-09,2026-06-19,-0.9746005509641873,-0.9787626111392639
AIXBTUSDT,AIXBT,TRADING,coin,616,2025-01-10,2026-09-17,-0.9611780984384266,-0.9801616161616161
CGPTUSDT,CGPT,TRADING,coin,616,2025-01-10,2026-09-17,-0.9492561105207227,-0.9596194503171247
COOKIEUSDT,COOKIE,TRADING,coin,616,2025-01-10,2026-09-17,-0.9824410397658805,-0.9854264894984998
SUSDT,S,TRADING,coin,610,2025-01-16,2026-09-17,-0.9655154771041187,-0.9727676767676767
SOLVUSDT,SOLV,TRADING,coin,609,2025-01-17,2026-09-17,-0.965562403697997,-0.9773096446700508
TRUMPUSDT,TRUMP,TRADING,coin,607,2025-01-19,2026-09-17,-0.9579569892473119,-0.9746892801657172
ANIMEUSDT,ANIME,TRADING,coin,603,2025-01-23,2026-09-17,-0.9680947012401353,-0.9735514018691589
BERAUSDT,BERA,TRADING,coin,589,2025-02-06,2026-09-17,-0.9787541585407824,-0.9880516129032259
1000CHEEMSUSDT,1000CHEEMS,TRADING,coin,586,2025-02-09,2026-09-17,-0.314516129032258,-0.766376546037563
TSTUSDT,TST,TRADING,coin,586,2025-02-09,2026-09-17,-0.9325167037861916,-0.9713068181818182
LAYERUSDT,LAYER,TRADING,coin,584,2025-02-11,2026-09-17,-0.9351289833080425,-0.980060053056584
HEIUSDT,HEI,TRADING,coin,582,2025-02-13,2026-09-17,-0.8393513239579374,-0.9148993288590604
KAITOUSDT,KAITO,TRADING,coin,575,2025-02-20,2026-09-17,-0.8188009242368965,-0.8982031837125094
SHELLUSDT,SHELL,TRADING,coin,568,2025-02-27,2026-09-17,-0.9653788258906172,-0.9708409635159881
REDUSDT,RED,TRADING,coin,567,2025-02-28,2026-09-17,-0.6752500000000001,-0.9110822095968238
GPSUSDT,GPS,TRADING,coin,563,2025-03-04,2026-09-17,-0.8419117647058824,-0.9288079470198676
EPICUSDT,EPIC,TRADING,coin,554,2025-03-13,2026-09-17,-0.7805486284289277,-0.8908865468071916
BMTUSDT,BMT,TRADING,coin,549,2025-03-18,2026-09-17,-0.9302996254681648,-0.9435718617343845
FORMUSDT,FORM,TRADING,coin,548,2025-03-19,2026-09-17,-0.8547248838143324,-0.9410216393748108
XUSDUSDT,XUSD,TRADING,stablecoin,548,2025-03-19,2026-09-17,0.001100330099029545,-0.16600000000000004
NILUSDT,NIL,TRADING,coin,543,2025-03-24,2026-09-17,-0.9432049518569463,-0.9577379733879222
PARTIUSDT,PARTI,TRADING,coin,542,2025-03-25,2026-09-17,-0.9314024390243902,-0.9486535828388863
MUBARAKUSDT,MUBARAK,TRADING,coin,540,2025-03-27,2026-09-17,-0.7059322033898305,-0.84385
TUTUSDT,TUT,TRADING,coin,540,2025-03-27,2026-09-17,-0.575675109901612,-0.933677976638419
BROCCOLI714USDT,BROCCOLI714,TRADING,coin,540,2025-03-27,2026-09-17,-0.7418139669660968,-0.888625
BANANAS31USDT,BANANAS31,TRADING,coin,540,2025-03-27,2026-09-17,0.12669407644282016,-0.8999783707789223
GUNUSDT,GUN,TRADING,coin,536,2025-03-31,2026-09-17,-0.9662022703818369,-0.9825333333333334
BABYUSDT,BABY,TRADING,coin,526,2025-04-10,2026-09-17,-0.873309022467945,-0.9407427785419532
ONDOUSDT,ONDO,TRADING,coin,525,2025-04-11,2026-09-17,-0.5806668158424704,-0.679521162890124
BIGTIMEUSDT,BIGTIME,TRADING,coin,525,2025-04-11,2026-09-17,-0.9041280086056206,-0.9224156692056583
VIRTUALUSDT,VIRTUAL,TRADING,coin,525,2025-04-11,2026-09-17,0.1585227272727272,-0.7637311703360371
KERNELUSDT,KERNEL,TRADING,coin,522,2025-04-14,2026-09-17,-0.8775698066891685,-0.9556173526140156
WCTUSDT,WCT,TRADING,coin,521,2025-04-15,2026-09-17,-0.8732023851280253,-0.9740692920163546
HYPERUSDT,HYPER,TRADING,coin,514,2025-04-22,2026-09-17,-0.7481563421828908,-0.9031617751311498
INITUSDT,INIT,TRADING,coin,512,2025-04-24,2026-09-17,-0.9011791202967674,-0.9484768943841956
SIGNUSDT,SIGN,TRADING,coin,508,2025-04-28,2026-09-17,-0.8668811084993195,-0.9202962962962963
STOUSDT,STO,TRADING,coin,504,2025-05-02,2026-09-17,-0.8020408163265307,-0.9791397849462365
SYRUPUSDT,SYRUP,TRADING,leveraged,500,2025-05-06,2026-09-17,-0.06195899772209568,-0.7941
KMNOUSDT,KMNO,TRADING,coin,500,2025-05-06,2026-09-17,-0.6585965343492688,-0.7328589287431484
SXTUSDT,SXT,TRADING,coin,498,2025-05-08,2026-09-17,-0.9451169188445667,-0.9598591549295775
NXPCUSDT,NXPC,TRADING,coin,491,2025-05-15,2026-09-17,-0.9193523809523809,-0.9452603816517557
AWEUSDT,AWE,TRADING,coin,485,2025-05-21,2026-09-17,-0.05084745762711862,-0.49968924798011183
HAEDALUSDT,HAEDAL,TRADING,coin,485,2025-05-21,2026-09-17,-0.8958356781091728,-0.939450441609421
USD1USDT,USD1,TRADING,stablecoin,484,2025-05-22,2026-09-17,0.00012001200119993172,-0.029106796116505018
HUMAUSDT,HUMA,TRADING,coin,480,2025-05-26,2026-09-17,-0.6323024054982818,-0.7678301886792452
AUSDT,A,TRADING,coin,478,2025-05-28,2026-09-17,-0.8976554267650158,-0.9021164021164021
SOPHUSDT,SOPH,TRADING,coin,478,2025-05-28,2026-09-17,-0.9418132611637348,-0.9560227272727273
RESOLVUSDT,RESOLV,TRADING,coin,464,2025-06-11,2026-09-17,-0.951559312153891,-0.9613398464759246
HOMEUSDT,HOME,TRADING,coin,463,2025-06-12,2026-09-17,-0.8114950393431406,-0.9288756938169614
SPKUSDT,SPK,TRADING,coin,458,2025-06-17,2026-09-17,-0.6670830080666146,-0.9051026311755486
NEWTUSDT,NEWT,TRADING,coin,451,2025-06-24,2026-09-17,-0.9216408148009718,-0.9512441860465116
SAHARAUSDT,SAHARA,TRADING,coin,449,2025-06-26,2026-09-17,-0.9104304810019997,-0.9492122224874672
LAUSDT,LA,TRADING,coin,436,2025-07-09,2026-09-17,-0.8720139832977277,-0.906657223796034
ERAUSDT,ERA,TRADING,coin,428,2025-07-17,2026-09-17,-0.9659337437701554,-0.9717426195223968
CUSDT,C,TRADING,coin,427,2025-07-18,2026-09-17,-0.81812318606901,-0.9248
TREEUSDT,TREE,TRADING,coin,416,2025-07-29,2026-09-17,-0.9413603214764101,-0.9737333333333333
A2ZUSDT,A2Z,BREAK,coin,246,2025-07-30,2026-04-01,-0.9825036450739429,-0.9926829268292683
TOWNSUSDT,TOWNS,TRADING,coin,409,2025-08-05,2026-09-17,-0.953551912568306,-0.9750666666666666
PROVEUSDT,PROVE,TRADING,coin,409,2025-08-05,2026-09-17,-0.8004030226700252,-0.897090909090909
BFUSDUSDT,BFUSD,TRADING,coin,401,2025-08-13,2026-09-17,0.0007005604483587557,-0.07416666666666671
PLUMEUSDT,PLUME,TRADING,coin,396,2025-08-18,2026-09-17,-0.8596434007392911,-0.908608240124593
DOLOUSDT,DOLO,TRADING,coin,387,2025-08-27,2026-09-17,-0.8898820326678766,-0.9347405216456036
MITOUSDT,MITO,TRADING,coin,385,2025-08-29,2026-09-17,-0.9363924050632911,-0.9684670551322277
WLFIUSDT,WLFI,TRADING,coin,382,2025-09-01,2026-09-17,-0.7498929336188437,-0.8778242677824267
SOMIUSDT,SOMI,TRADING,coin,381,2025-09-02,2026-09-17,-0.6538539760016271,-0.9107077278212056
OPENUSDT,OPEN,TRADING,coin,375,2025-09-08,2026-09-17,-0.905276364396738,-0.9627671232876712
USDEUSDT,USDE,TRADING,stablecoin,374,2025-09-09,2026-09-17,-0.0002997601918465209,-0.06100422336931011
LINEAUSDT,LINEA,TRADING,coin,373,2025-09-10,2026-09-17,-0.8911168607158257,-0.9419940271077418
HOLOUSDT,HOLO,TRADING,coin,372,2025-09-11,2026-09-17,-0.8774720550300946,-0.9344827586206896
PUMPUSDT,PUMP,TRADING,coin,372,2025-09-11,2026-09-17,-0.33412523332767685,-0.5630289532293986
AVNTUSDT,AVNT,TRADING,coin,368,2025-09-15,2026-09-17,-0.920870822622108,-0.9632339218394237
ZKCUSDT,ZKC,TRADING,coin,368,2025-09-15,2026-09-17,-0.9596550989993613,-0.9798832271762208
SKYUSDT,SKY,TRADING,coin,366,2025-09-17,2026-09-17,-0.23400104058272642,-0.3801052631578947
BARDUSDT,BARD,TRADING,coin,365,2025-09-18,2026-09-17,-0.8851638492775522,-0.9297109826589596
0GUSDT,0G,TRADING,coin,361,2025-09-22,2026-09-17,-0.9578425294482331,-0.971900826446281
HEMIUSDT,HEMI,TRADING,coin,360,2025-09-23,2026-09-17,-0.9539797395079594,-0.9908620689655172
XPLUSDT,XPL,TRADING,coin,358,2025-09-25,2026-09-17,-0.9321302747984028,-0.9487950383933845
MIRAUSDT,MIRA,TRADING,coin,357,2025-09-26,2026-09-17,-0.9689731372142808,-0.9804652173913043
FFUSDT,FF,TRADING,coin,354,2025-09-29,2026-09-17,-0.535583714904341,-0.7744137931034483
EDENUSDT,EDEN,TRADING,coin,353,2025-09-30,2026-09-17,-0.8746317103620475,-0.9641613133476088
NOMUSDT,NOM,TRADING,coin,352,2025-10-01,2026-09-17,-0.9597399349837459,-0.9688828759180518
2ZUSDT,2Z,TRADING,coin,351,2025-10-02,2026-09-17,-0.9212876254180602,-0.9632265625
MORPHOUSDT,MORPHO,TRADING,coin,350,2025-10-03,2026-09-17,0.1820608649225841,-0.262
ASTERUSDT,ASTER,TRADING,coin,347,2025-10-06,2026-09-17,-0.6383906931652933,-0.7513333333333333
WALUSDT,WAL,TRADING,coin,343,2025-10-10,2026-09-17,-0.8863731656184486,-0.9271505376344086
EULUSDT,EUL,TRADING,coin,340,2025-10-13,2026-09-17,-0.8633960668217382,-0.8921985815602836
ENSOUSDT,ENSO,TRADING,coin,339,2025-10-14,2026-09-17,-0.713237639553429,-0.7833734939759036
YBUSDT,YB,TRADING,coin,338,2025-10-15,2026-09-17,-0.8801850193971948,-0.9049028896257698
ZBTUSDT,ZBT,TRADING,coin,336,2025-10-17,2026-09-17,-0.8143912318322611,-0.912343873073028
TURTLEUSDT,TURTLE,TRADING,coin,331,2025-10-22,2026-09-17,-0.7672112018669779,-0.912403951701427
GIGGLEUSDT,GIGGLE,TRADING,coin,328,2025-10-25,2026-09-17,-0.8507596832869677,-0.888629830725008
FUSDT,F,TRADING,coin,328,2025-10-25,2026-09-17,-0.854706684856753,-0.88801261829653
KITEUSDT,KITE,TRADING,coin,319,2025-11-03,2026-09-17,0.3578811369509045,-0.6749149396845036
MMTUSDT,MMT,TRADING,coin,318,2025-11-04,2026-09-17,-0.9468560606060606,-0.968650846851678
SAPIENUSDT,SAPIEN,TRADING,coin,316,2025-11-06,2026-09-17,-0.7890783010690552,-0.8716821937071542
ALLOUSDT,ALLO,TRADING,coin,311,2025-11-11,2026-09-17,-0.5677227301722305,-0.7943764539294023
BANKUSDT,BANK,TRADING,coin,309,2025-11-13,2026-09-17,-0.48250460405156537,-0.9527731092436975
METUSDT,MET,TRADING,coin,309,2025-11-13,2026-09-17,-0.47420965058236275,-0.5970856102003643
ATUSDT,AT,TRADING,coin,295,2025-11-27,2026-09-17,-0.36636363636363634,-0.6191256830601093
KGSTUSDT,KGST,TRADING,coin,268,2025-12-24,2026-09-17,-0.0023663453111305577,-0.05925619834710738
BREVUSDT,BREV,TRADING,coin,255,2026-01-06,2026-09-17,-0.7881114903299204,-0.875
币安人生USDT,币安人生,TRADING,coin,0,,,,
ZKPUSDT,ZKP,TRADING,coin,254,2026-01-07,2026-09-17,-0.7975632614807873,-0.8173361522198731
UUSDT,U,TRADING,coin,248,2026-01-13,2026-09-17,0.00039999999999995595,-0.006751389992057377
FRAXUSDT,FRAX,TRADING,coin,246,2026-01-15,2026-09-17,-0.7199489850143479,-0.8325921219822109
FOGOUSDT,FOGO,TRADING,coin,246,2026-01-15,2026-09-17,-0.8713846153846154,-0.9354140914709518
RLUSDUSDT,RLUSD,TRADING,stablecoin,239,2026-01-22,2026-09-17,0.0,-0.002988643156007331
SENTUSDT,SENT,TRADING,coin,239,2026-01-22,2026-09-17,-0.46550569323509716,-0.6775757575757576
ZAMAUSDT,ZAMA,TRADING,coin,228,2026-02-02,2026-09-17,0.40519920881604987,-0.254646282973621
ESPUSDT,ESP,TRADING,coin,218,2026-02-12,2026-09-17,0.16300290335960166,-0.6306476399560923
MANTRAUSDT,MANTRA,TRADING,coin,198,2026-03-04,2026-09-17,-0.8311148086522462,-0.8499075785582255
ROBOUSDT,ROBO,TRADING,coin,198,2026-03-04,2026-09-17,-0.794589418242758,-0.8290155440414508
OPNUSDT,OPN,TRADING,coin,197,2026-03-05,2026-09-17,-0.876734693877551,-0.9245
NIGHTUSDT,NIGHT,TRADING,coin,191,2026-03-11,2026-09-17,-0.5461714048557791,-0.6040195545898968
CFGUSDT,CFG,TRADING,coin,186,2026-03-16,2026-09-17,-0.3779569892473118,-0.6694285714285715
KATUSDT,KAT,TRADING,coin,184,2026-03-18,2026-09-17,-0.6200527704485488,-0.8590538336052203
XAUTUSDT,XAUT,TRADING,coin,176,2026-03-26,2026-09-17,-0.014572019272011794,-0.10748024698463332
USDSUSDT,USDS,TRADING,stablecoin,162,2026-04-09,2026-09-17,0.0010005002501249916,-0.010972716488730883
CHIPUSDT,CHIP,TRADING,coin,150,2026-04-21,2026-09-17,-0.3851924331376386,-0.7320349705025233
MEGAUSDT,MEGA,TRADING,coin,141,2026-04-30,2026-09-17,-0.7893157262905162,-0.9051351351351351
AIGENSYNUSDT,AIGENSYN,TRADING,coin,127,2026-05-14,2026-09-17,-0.5289256198347108,-0.6458294106571267
GENIUSUSDT,GENIUS,TRADING,coin,119,2026-05-22,2026-09-17,-0.4400895856662934,-0.5771414763803311
OPGUSDT,OPG,TRADING,coin,119,2026-05-22,2026-09-17,-0.5229357798165137,-0.6993350679387106
MUBUSDT,MUB,TRADING,coin,99,2026-06-11,2026-09-17,-0.017676160717862377,-0.21937573616018846
CRCLBUSDT,CRCLB,TRADING,coin,99,2026-06-11,2026-09-17,0.015994270708999725,-0.19439712284686728
NVDABUSDT,NVDAB,TRADING,coin,99,2026-06-11,2026-09-17,0.06716599387189315,-0.06538314094645836
SNDKBUSDT,SNDKB,TRADING,coin,99,2026-06-11,2026-09-17,-0.15856948307079022,-0.3213463569832379
TSLABUSDT,TSLAB,TRADING,coin,99,2026-06-11,2026-09-17,-0.08304324960556964,-0.1640983494281214
SPCXBUSDT,SPCXB,TRADING,coin,98,2026-06-12,2026-09-17,-0.07570076772004997,-0.3245629294598591
REUSDT,RE,TRADING,coin,92,2026-06-18,2026-09-17,0.009176416609314009,-0.5980078589052362
AMDBUSDT,AMDB,TRADING,coin,87,2026-06-23,2026-09-17,0.04324654734389033,-0.06581940714640033
EWYBUSDT,EWYB,TRADING,coin,87,2026-06-23,2026-09-17,-0.06961382113821146,-0.14586929141204463
INTCBUSDT,INTCB,TRADING,coin,87,2026-06-23,2026-09-17,-0.1755351220982816,-0.23235087719298242
MSTRBUSDT,MSTRB,TRADING,coin,87,2026-06-23,2026-09-17,0.2620729146783738,-0.10187449062754683
LITEBUSDT,LITEB,TRADING,coin,80,2026-06-30,2026-09-17,0.04583639181143462,-0.12543479319920092
METABUSDT,METAB,TRADING,coin,80,2026-06-30,2026-09-17,0.20534861509073554,-0.010569719495905683
MSFTBUSDT,MSFTB,TRADING,coin,80,2026-06-30,2026-09-17,0.3191754655913408,-0.039297513475917256
PLTRBUSDT,PLTRB,TRADING,coin,80,2026-06-30,2026-09-17,0.4894049838955754,-0.06705601274223516
QQQBUSDT,QQQB,TRADING,coin,80,2026-06-30,2026-09-17,-0.025030608080533256,-0.032649921040910135
GRAMUSDT,GRAM,TRADING,coin,78,2026-07-02,2026-09-17,-0.19544364508393275,-0.27183939229517085
CBRSBUSDT,CBRSB,TRADING,coin,73,2026-07-07,2026-09-17,0.10318225650916113,-0.2683495730032731
COINBUSDT,COINB,TRADING,coin,73,2026-07-07,2026-09-17,0.062392848395787404,-0.11488037545273688
DRAMBUSDT,DRAMB,TRADING,coin,73,2026-07-07,2026-09-17,-0.019133084998306904,-0.1255849056603774
GLWBUSDT,GLWB,TRADING,coin,73,2026-07-07,2026-09-17,-0.1932238416358495,-0.27623554666536565
GOOGLBUSDT,GOOGLB,TRADING,coin,73,2026-07-07,2026-09-17,-0.05351051927852213,-0.09810447489534302
NBISBUSDT,NBISB,TRADING,coin,73,2026-07-07,2026-09-17,0.13626362112321866,-0.23956945515742245
QCOMBUSDT,QCOMB,TRADING,coin,73,2026-07-07,2026-09-17,0.03033278777959625,-0.03780313837375171
SOXLBUSDT,SOXLB,TRADING,coin,73,2026-07-07,2026-09-17,-0.2803363031748023,-0.4390100753203561
SPYBUSDT,SPYB,TRADING,coin,73,2026-07-07,2026-09-17,0.019763321521695465,-0.021616975419510465
WDCBUSDT,WDCB,TRADING,coin,73,2026-07-07,2026-09-17,-0.19051794803362765,-0.29429459374117106
SKHYBUSDT,SKHYB,TRADING,coin,67,2026-07-13,2026-09-17,0.19934640522875813,-0.08093759390964639
AAOIBUSDT,AAOIB,TRADING,coin,65,2026-07-15,2026-09-17,-0.08794758213362863,-0.3862634291746879
ARMBUSDT,ARMB,TRADING,coin,65,2026-07-15,2026-09-17,-0.031083351596172037,-0.11564875316708889
AVGOBUSDT,AVGOB,TRADING,coin,65,2026-07-15,2026-09-17,-0.11865822784810132,-0.1955215602902436
BABABUSDT,BABAB,TRADING,coin,65,2026-07-15,2026-09-17,-0.08186344839226933,-0.1824603592094386
HOODBUSDT,HOODB,TRADING,coin,65,2026-07-15,2026-09-17,-0.05419655977180393,-0.1441533046538912
IBMBUSDT,IBMB,TRADING,coin,65,2026-07-15,2026-09-17,0.12069127896025611,-0.06380551512529009
MRVLBUSDT,MRVLB,TRADING,coin,65,2026-07-15,2026-09-17,0.1717958706661471,-0.07602518814314241
NOKBUSDT,NOKB,TRADING,coin,65,2026-07-15,2026-09-17,-0.05164737310774714,-0.12201154163231664
TSMBUSDT,TSMB,TRADING,coin,65,2026-07-15,2026-09-17,0.014726011233303415,-0.031903636158955195
RKLBBUSDT,RKLBB,TRADING,coin,65,2026-07-15,2026-09-17,-0.09973509933774838,-0.21711587191891268
AEROUSDT,AERO,TRADING,coin,63,2026-07-17,2026-09-17,0.2509586706433746,-0.1313609467455621
AXTIBUSDT,AXTIB,TRADING,coin,58,2026-07-22,2026-09-17,0.27487795719113794,-0.30537084398976977
CRWVBUSDT,CRWVB,TRADING,coin,58,2026-07-22,2026-09-17,-0.056301531213192035,-0.31893913634818083
INTWBUSDT,INTWB,TRADING,coin,58,2026-07-22,2026-09-17,0.013338414634146423,-0.15210459183673464
KORUBUSDT,KORUB,TRADING,coin,58,2026-07-22,2026-09-17,-0.047641073080481044,-0.1997668091721726
MUUBUSDT,MUUB,TRADING,coin,58,2026-07-22,2026-09-17,-0.125,-0.17202318229715496
MVLLBUSDT,MVLLB,TRADING,coin,58,2026-07-22,2026-09-17,0.07819225251076034,-0.1809264305177113
ORCLBUSDT,ORCLB,TRADING,coin,58,2026-07-22,2026-09-17,0.1914792524548623,-0.11758841123687747
QNTBUSDT,QNTB,TRADING,coin,58,2026-07-22,2026-09-17,-0.005108556832694733,-0.2518864041706681
SNXXBUSDT,SNXXB,TRADING,coin,58,2026-07-22,2026-09-17,-0.20540540540540542,-0.27657480314960636
TQQQBUSDT,TQQQB,TRADING,coin,58,2026-07-22,2026-09-17,0.021212555539630307,-0.0905029359203472
AAPLBUSDT,AAPLB,TRADING,coin,51,2026-07-29,2026-09-17,-0.011174986801196662,-0.022528269063496587
AMATBUSDT,AMATB,TRADING,coin,51,2026-07-29,2026-09-17,-0.0681301537775797,-0.2584506792466216
AMZNBUSDT,AMZNB,TRADING,coin,51,2026-07-29,2026-09-17,0.09057766589991756,-0.12534372933273008
BEBUSDT,BEB,TRADING,coin,51,2026-07-29,2026-09-17,0.6837457952907258,-0.026870335011282775
DELLBUSDT,DELLB,TRADING,coin,51,2026-07-29,2026-09-17,0.591816367265469,-0.004806070826306907
FLNCBUSDT,FLNCB,TRADING,coin,51,2026-07-29,2026-09-17,-0.36423841059602646,-0.5294117647058824
GSBUSDT,GSB,TRADING,coin,51,2026-07-29,2026-09-17,-0.031184840871873565,-0.13321503321503325
PYPLBUSDT,PYPLB,TRADING,coin,51,2026-07-29,2026-09-17,-0.0901611244429209,-0.17756430120855293
SMHBUSDT,SMHB,TRADING,coin,51,2026-07-29,2026-09-17,0.1098031457117421,-0.06724421756264642
SOXSBUSDT,SOXSB,TRADING,coin,51,2026-07-29,2026-09-17,-0.3797328927440452,-0.41758241758241754
ASMLBUSDT,ASMLB,TRADING,coin,44,2026-08-05,2026-09-17,-0.028710871158624807,-0.14019623358126287
ASTSBUSDT,ASTSB,TRADING,coin,44,2026-08-05,2026-09-17,-0.0779392338177014,-0.16429426632965283
BMNRBUSDT,BMNRB,TRADING,coin,44,2026-08-05,2026-09-17,0.3061002178649239,-0.11086392287727098
COHRBUSDT,COHRB,TRADING,coin,44,2026-08-05,2026-09-17,-0.08739693029863194,-0.25697115989037234
